Nombre de la revista,"Number of contribution
in magazine","Contributor
Last name / first name",Roles de los colaboradores ,Pseudonym / abbreviation used,Source of contributor data,Sex,País de origen,Year of Birth,Year of Death,Age at contribution,Title of contribution,Issue number,Original issue date,Calculable issue date,"Inicio
[aaaa-mm-dd] ","Término
[aaaa-mm-dd] ","Duración
[pasos de tiempo en días]","Type of contribution
[Género según investigador]",Género según la revista,Lengua,Dedicatoria,Libros reseñados,Traductor,Lengua original,No. páginas,Mención de viajeros ,"Adaptación / apropiación /
modificación / reinterpretación","Intermediarios en
las transferencias",Comentarios
Lectura Amena,10,Congreso De Colombia,,,NA,M,NA,NA,NA,NA,"Ley 51 de 1898 (15 de diciembre), sobre prensa",1,15 de September de 1904,1904-09-15,1904-10-15,1904-10-15,0,Ley,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,11,"Maupassant, Guy de",,,https://es.wikipedia.org/wiki/Guy_de_Maupassant,M,Francia,1850,1893,NA,El paraguas,2,15 de Oktober de 1904,1904-10-15,1904-11-01,1904-10-15,-17,Cuento,,NA,A Camilo Oudinot,,NA,,6,NA,NA,NA,
Lectura Amena,12,"Velázquez, Alejandro",,,NA,M,Colombia,NA,NA,NA,¡Oh… Artistas!,2,15 de Oktober de 1904,1904-10-15,1904-11-01,1904-10-15,-17,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,13,"Monte, D. L.",,,NA,M,NA,NA,NA,NA,"""Reir llorando""",2,15 de Oktober de 1904,1904-10-15,1904-11-01,1904-10-15,-17,Cuento,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,14,"Flórez, Julio",,,https://es.wikipedia.org/wiki/Julio_Fl%C3%B3rez,M,Colombia,1867,1923,NA,¡Oh Luna!,2,15 de Oktober de 1904,1904-10-15,1904-11-01,1904-11-01,0,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,15,"Montoya, Antonio José",,,NA,M,Colombia,NA,NA,NA,Limosnera,2,15 de Oktober de 1904,1904-10-15,1904-11-01,1904-11-01,0,Cuento,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,16,"Mercado, Julio",,,http://viaf.org/viaf/14341247 ,M,Colombia,NA,NA,NA,Himnario,2,15 de Oktober de 1904,1904-10-15,1904-11-01,1904-11-01,0,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,17,"Farina, Abel",,,https://viaf.org/viaf/26701362/ ,M,Colombia,NA,NA,NA,En un albúm (*),2,15 de Oktober de 1904,1904-10-15,1904-11-01,1904-11-01,0,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,18,"Blanco Asenjo, Ricardo",,,https://es.wikipedia.org/wiki/Ricardo_Blanco_Asenjo,M,España,NA,NA,NA,El Capitán Medrano,2,15 de Oktober de 1904,1904-10-15,1904-11-01,1904-11-01,0,Cuento,,NA,NA,,NA,,4,NA,NA,NA,
Lectura Amena,19,"Cano, Antonio José ",,,https://1library.co/article/antonio-cano-tres-personajes-fundamentales-cano-pel%C3%A1ez-isaza.yr2dxopz,M,Colombia,1874,1942,NA,Delirio,2,15 de Oktober de 1904,1904-10-15,1904-11-01,1904-11-01,0,Poema,,NA,A Jorge de la Cruz,,NA,,2,NA,NA,NA,
Lectura Amena,20,"Mendès, Catulle ",,,https://es.wikipedia.org/wiki/Catulle_Mend%C3%A8s,M,Francia,1841,1909,NA,*El escollo eterno (De Rigoletto),2,15 de Oktober de 1904,1904-10-15,1904-11-01,1904-11-01,0,Cuento,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,21,"Soto Borda, Clímaco",,,https://es.wikipedia.org/wiki/Cl%C3%ADmaco_Soto_Borda,M,Colombia,1870,1919,NA,Vino rojo (De Germinal),2,15 de Oktober de 1904,1904-10-15,1904-11-01,1904-11-15,14,Relato,,NA,NA,,NA,,4,NA,NA,NA,
Lectura Amena,22,"Tejada Córdoba, B.",,,NA,M,Colombia,NA,NA,NA,Con genio también se paga,2,15 de Oktober de 1904,1904-10-15,1904-11-01,1904-11-15,14,Poema en prosa,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,23,Anónimo,,,NA,M,NA,NA,NA,NA,De todo,2,15 de Oktober de 1904,1904-10-15,1904-11-01,1904-11-15,14,Noticias,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,24,"Vives Guerra, Julio",,,https://d-nb.info/gnd/1204289530 ,M,Colombia,NA,NA,NA,Ay! Mi tierra!,3,1 de November de 1904,1904-11-01,1904-11-15,1904-11-15,0,Cuento,,NA,A la Srta. Paulina de la Hoz,,NA,,s.d,NA,NA,NA,
Lectura Amena,25,"Vázquez B., A.",,,NA,M,Colombia,NA,NA,NA,Poema a los poetas y a la reina de los Juegos Florales,3,1 de November de 1904,1904-11-01,1904-11-15,1904-11-15,0,Poema,,NA,NA,,NA,,s.d,NA,NA,NA,
Lectura Amena,26,"Botero Guerra, Camilo ",,Don Juan del Martillo,https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf,M,Colombia,NA,NA,NA,Casos y cosas de Medellín,3,1 de November de 1904,1904-11-01,1904-11-15,1904-11-15,0,Relato,,NA,NA,,NA,,7,NA,NA,NA,
Lectura Amena,27,"Tejada Córdoba, B.",,,NA,M,Colombia,NA,NA,NA,Canto a la juventud,3,1 de November de 1904,1904-11-01,1904-11-15,1904-11-15,0,Poema,,NA,NA,,NA,,4,NA,NA,NA,
Lectura Amena,28,"Montoya, Antonio José",,,NA,M,Colombia,NA,NA,NA,Renacimiento,3,1 de November de 1904,1904-11-01,1904-11-15,1904-11-15,0,Cuento,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,29,"Marín, Abel",,,NA,M,Colombia,NA,NA,NA,En el lago,3,1 de November de 1904,1904-11-01,1904-11-15,1904-11-15,0,Poema,,NA,Para Lectura Amena,,NA,,2,NA,NA,NA,
Lectura Amena,30,Anónimo,,,NA,M,NA,NA,NA,NA,De todo,3,1 de November de 1904,1904-11-01,1904-11-15,1904-11-15,0,Noticias,,NA,NA,,NA,,NA,NA,NA,NA,
Lectura Amena,31,"Robledo, Eusebio",,,https://www.ramhg.es/images/stories/pdf/genealogia-articulos/diccionario-de-antioquenos.pdf,M,Colombia,NA,NA,NA,C'est la vie...,4,15 de November de 1904,1904-11-15,1904-12-15,1904-12-15,0,Cuento,,NA,Para Lectura Amena,,NA,,2,NA,NA,NA,
Lectura Amena,32,"Vives Guerra, Julio",,,https://d-nb.info/gnd/1204289530 ,M,Colombia,NA,NA,NA,En un abánico,4,15 de November de 1904,1904-11-15,1904-12-15,1904-12-15,0,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,33,"Guerrini, Olindo",,,http://viaf.org/viaf/41938302 ,M,Italia,NA,NA,NA,...? (De Stechetti),4,15 de November de 1904,1904-11-15,1904-12-15,1904-12-15,0,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,34,"Tejada Córdoba, B.",,,NA,M,Colombia,NA,NA,NA,"Sófocles, Homero y Fidias",4,15 de November de 1904,1904-11-15,1904-12-15,1904-12-15,0,Ensayo,,NA,Al Dr. F. A. U. M.,,NA,,5,NA,NA,NA,
Lectura Amena,35,"Gil, Ricardo",,,https://viaf.org/viaf/1151582/ ,M,Colombia,NA,NA,NA,Tristitia Rerum,4,15 de November de 1904,1904-11-15,1904-12-15,1904-12-15,0,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,36,"Maupassant, Guy de",,,https://es.wikipedia.org/wiki/Guy_de_Maupassant,M,Francia,1850,1893,NA,La leyenda del monte San Miguel,4,15 de November de 1904,1904-11-15,1904-12-15,1904-12-15,0,Cuento,,NA,NA,,NA,,4,NA,NA,NA,
Lectura Amena,37,"Farina, Abel",,,https://viaf.org/viaf/26701362/ ,M,Colombia,NA,NA,NA,Elegía,4,15 de November de 1904,1904-11-15,1904-12-15,1904-12-15,0,Poema,,NA,A Jorge Escobar,,NA,,1,NA,NA,NA,
Lectura Amena,38,"Gómez, Lucas",,,NA,M,Colombia,NA,NA,NA,El pequeño caiman (*),4,15 de November de 1904,1904-11-15,1904-12-15,1904-12-15,0,Cuento,,NA,NA,,NA,,6,NA,NA,NA,
Lectura Amena,39,"Liborio Echavarría, D.",,,NA,M,Colombia,NA,NA,NA,Conferencia,4,15 de November de 1904,1904-11-15,1904-12-15,1904-12-15,0,Discurso,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,40,Anónimo,,,NA,M,NA,NA,NA,NA,De todo,4,15 de November de 1904,1904-11-15,1904-12-15,1904-12-15,0,Noticias,,NA,NA,,NA,,NA,NA,NA,NA,
Lectura Amena,41,"Asunción Silva, José",,,http://viaf.org/viaf/39409953 ,M,Colombia,NA,NA,NA,Nocturno,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-15,-9,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,42,"Soto Borda, Clímaco",,,https://es.wikipedia.org/wiki/Cl%C3%ADmaco_Soto_Borda,M,Colombia,1870,1919,NA,Impresiones íntimas,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-15,-9,Perfil biográfico,,NA,NA,,NA,,4,NA,NA,NA,
Lectura Amena,43,"Londoño, Víctor Manuel",director,,https://viaf.org/viaf/1360163570577016620003/ ,M,Colombia,1876,1936,NA,A José A. Silva,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-15,-9,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,44,"Asunción Silva, José",,,http://viaf.org/viaf/39409953 ,M,C olombia,NA,NA,NA,Suspiros,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-15,-9,Comentario,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,45,"Valencia, Guillermo ",,,https://www.wikidata.org/wiki/Q2880050 ,M,Colombia,NA,NA,NA,Leyendo a Silva,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-15,-9,Poema,,NA,NA,,NA,,4,NA,NA,NA,
Lectura Amena,46,"Asunción Silva, José",,,http://viaf.org/viaf/39409953 ,M,Colombia,NA,NA,NA,De Sobremesa (Fragmento),5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-15,-9,Novela,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,47,"Farina, Abel",,,https://viaf.org/viaf/26701362/ ,M,Colombia,NA,NA,NA,Balada de lo irreparable,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-15,-9,Poema,,NA,Sobre José A. Silva,,NA,,3,NA,NA,NA,
Lectura Amena,48,"Palacio Uribe, Tomás",,,NA,M,Colombia,NA,NA,NA,Recuerdo,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-15,-9,Comentario,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,49,"Villegas, Aquilino ",,,http://viaf.org/viaf/6446286 ,M,Colombia,NA,NA,NA,Balada de lo irreparable,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-15,-9,Poema,,NA,A Emilio Gómez H.,,NA,,2,NA,NA,NA,
Lectura Amena,50,"Asunción Silva, José",,,http://viaf.org/viaf/39409953 ,M,Colombia,NA,NA,NA,El paraguas del padre León,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-15,-9,Cuento,,NA,A Clímaco Soto Borda,,NA,,3,NA,NA,NA,
Lectura Amena,51,"Tejada Córdoba, B.",,,NA,M,Colombia,NA,NA,NA,"Silva, romántico",5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-15,-9,Poema,,NA,Para Lectura Amena,,NA,,2,NA,NA,NA,
Lectura Amena,52,"Asunción Silva, José",,,http://viaf.org/viaf/39409953 ,M,Colombia,NA,NA,NA,?,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-24,0,Poema,,NA,A Antonio José Restrepo,,NA,,1,NA,NA,NA,
Lectura Amena,53,"Asunción Silva, José",,,http://viaf.org/viaf/39409953 ,M,Colombia,NA,NA,NA,Oratorio,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-24,0,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,54,"Marín, Abel",,,NA,M,Colombia,NA,NA,NA,José Asunción Silva,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-24,0,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,55,"Farina, Abel",,,https://viaf.org/viaf/26701362/ ,M,Colombia,NA,NA,NA,J. A. Silva (Fragmento),5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-24,0,Perfil biográfico,,NA,NA,,NA,,4,NA,NA,NA,
Lectura Amena,56,"Asunción Silva, José",,,http://viaf.org/viaf/39409953 ,M,Colombia,NA,NA,NA,La calavera,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-24,0,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,57,"Asunción Silva, José",,,http://viaf.org/viaf/39409953 ,M,Colombia,NA,NA,NA,Lázaro,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-24,0,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,58,"Asunción Silva, José",,,http://viaf.org/viaf/39409953 ,M,Colombia,NA,NA,NA,Carta abierta,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-24,0,Carta,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,59,"Farina, Abel",,,https://viaf.org/viaf/26701362/ ,M,Colombia,NA,NA,NA,El nocturno,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-24,0,Poema,,NA,A Luis Cano,,NA,,1,NA,NA,NA,
Lectura Amena,60,"Asunción Silva, José",,,http://viaf.org/viaf/39409953 ,M,Colombia,NA,NA,NA,Muertos,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-24,0,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,61,Anónimo,,,NA,M,NA,NA,NA,NA,De todo,5 y 6,15 de Dezember de 1904,1904-12-15,1904-12-24,1904-12-24,0,Varia,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,62,"Olano, Ricardo",,,http://viaf.org/viaf/44250842 ,M,Colombia,NA,NA,NA,Noél,7,24 de Dezember de 1904,1904-12-24,1905-01-15,1905-02-01,17,Cuento,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,63,"Medina, Vicente",,,http://viaf.org/viaf/71516387 ,M,Colombia,NA,NA,NA,Noche-güena,7,24 de Dezember de 1904,1904-12-24,1905-01-15,1905-02-01,17,Poema,,NA,NA,,NA,,5,NA,NA,NA,
Lectura Amena,64,"Montoya, Antonio José",,,NA,M,Colombia,NA,NA,NA,Diciembre,7,24 de Dezember de 1904,1904-12-24,1905-01-15,1905-02-01,17,Cuadro de constumbres,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,65,"Tejada Córdoba, B.",,,NA,M,Colombia,NA,NA,NA,Mudanzas,7,24 de Dezember de 1904,1904-12-24,1905-01-15,1905-02-01,17,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,66,"Rios de Lamperez, Blanca de los",,,https://viaf.org/viaf/84493547/ ,F,España,NA,NA,NA,La noche buena del maestro,7,24 de Dezember de 1904,1904-12-24,1905-01-15,1905-02-01,17,Relato,,NA,NA,,NA,,7,NA,NA,NA,
Lectura Amena,67,"Valencia, Francisco",,Pacho Valencia,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombia,NA,NA,NA,Las bandolas,7,24 de Dezember de 1904,1904-12-24,1905-01-15,1905-02-01,17,Poema,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,68,"Groot, José Manuel",,,http://viaf.org/viaf/58180477 ,M,Colombia,NA,NA,NA,Primer monedero falso. En Colombia,7,24 de Dezember de 1904,1904-12-24,1905-01-15,1905-02-01,17,Fragmento,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,69,"Marín, Abel",,,NA,M,Colombia,NA,NA,NA,Diciembre,7,24 de Dezember de 1904,1904-12-24,1905-01-15,1905-02-01,17,Poema,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,70,"Breen, M.",,,NA,M,NA,NA,NA,NA,El rayo de luna,7,24 de Dezember de 1904,1904-12-24,1905-01-15,1905-02-01,17,Cuento,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,71,Anónimo,,,NA,M,NA,NA,NA,NA,De todo,7,24 de Dezember de 1904,1904-12-24,1905-01-15,1905-02-01,17,Noticias,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,72,"Nervo, Amado",,,http://viaf.org/viaf/97487 ,M,México,NA,NA,NA,Colaboración honrosa,8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Carta,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,73,"Nervo, Amado",,,http://viaf.org/viaf/97487 ,M,México,NA,NA,NA,La vieja canción (Inédita),8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,74,"Castro, Alfonso",,,NA,M,Colombia,NA,NA,NA,El triunfo de la vida,8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Cuento,,NA,A Emilio J. Montoya,,NA,,6,NA,NA,NA,
Lectura Amena,75,"Tejada Córdoba, B.",,,NA,M,Colombia,NA,NA,NA,Redentores,8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Poema,,NA,A J. Emilio Calle,,NA,,2,NA,NA,NA,
Lectura Amena,76,AA. VV.,,AA. VV.,NA,M,NA,NA,NA,NA,"Telegramas relativos a la exhumación, conducción y recibimiento de los restos de Jorge Isaacs",8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,NA,,NA,NA,,NA,,12,NA,NA,NA,
Lectura Amena,77,Documentos oficiales,,,NA,M,NA,NA,NA,NA,Acta de exhumación de los restos de Jorge Isaacs,8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Documentos oficiales,,NA,NA,,NA,,,NA,NA,NA,
Lectura Amena,78,Anónimo,,,NA,M,NA,NA,NA,NA,Certificado del gobernador del Tolima,8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Documentos oficiales,,NA,NA,,NA,,,NA,NA,NA,
Lectura Amena,79,Anónimo,,,NA,M,NA,NA,NA,NA,Carta del Secretario de la Junta Isaacs en Bogotá,8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Carta,,NA,NA,,NA,,,NA,NA,NA,
Lectura Amena,80,Anónimo,,,NA,M,NA,NA,NA,NA,Acta,8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Acta,,NA,NA,,NA,,,NA,NA,NA,
Lectura Amena,81,"Isaacs, Lísimaco",,,https://gw.geneanet.org/raulhernano?lang=es&n=isaacs+gonzalez&oc=0&p=lisimaco,M,Colombia,NA,NA,NA,Discurso del Dr. Lísimaco Isaacs,8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Discurso,,NA,NA,,NA,,,NA,NA,NA,
Lectura Amena,82,"Botero Guerra, Camilo ",,,https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf,M,Colombia,NA,NA,NA,Discurso del Sr. Camilo Botero Guerra,8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Discurso,,NA,NA,,NA,,,NA,NA,NA,
Lectura Amena,83,"Cano, Fidel",,,http://viaf.org/viaf/56417474/ ,M,Colombia,NA,NA,NA,Discurso del Sr. Fidel Cano,8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Discurso,,NA,NA,,NA,,,NA,NA,NA,
Lectura Amena,84,Documentos oficiales,,,NA,M,NA,NA,NA,NA,Acta de recepción de los restos de Isaacs,8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Acta,,NA,NA,,NA,,,NA,NA,NA,
Lectura Amena,85,"Fernández, Enrique W.",,,https://viaf.org/viaf/1161096380029100960 ,M,Colombia,NA,NA,NA,A Jorge Isaacs (En la recepción de sus restos),8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Poema,,NA,A Jorge Isaacs,,NA,,1,NA,NA,NA,
Lectura Amena,86,"Tablada, José Juan",,,https://es.wikipedia.org/wiki/Jos%C3%A9_Juan_Tablada,M,México,NA,NA,NA,Onix,8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,87,Anónimo,,,NA,M,NA,NA,NA,NA,De todo,8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Noticias,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,88,Anónimo,,,NA,M,NA,NA,NA,NA,Ley 51 de 1898 sobre prensa,8,15 de Januar de 1905,1905-01-15,1905-01-15,1905-02-01,17,Ley,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,89,"Cano, Fidel",,,http://viaf.org/viaf/56417474/ ,M,Colombia,NA,NA,NA,Noche triste (en la navidad de 1904),9,1 de Februar de 1905,1905-02-01,1905-02-01,1905-02-01,0,Poema,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,90,"Uribe Mejía, F. A.",,,NA,M,Colombia,NA,NA,NA,"Vida Amarga (después de leer ""Noche triste""",9,1 de Februar de 1905,1905-02-01,1905-02-01,1905-02-01,0,Comentario,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,91,"Nervo, Amado",,,http://viaf.org/viaf/97487 ,M,México,NA,NA,NA,Tritoniada,9,1 de Februar de 1905,1905-02-01,1905-02-01,1905-02-01,0,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,92,"Farina, Abel",,,https://viaf.org/viaf/26701362/ ,M,Colombia,NA,NA,NA,Verlaine converso,9,1 de Februar de 1905,1905-02-01,1905-02-01,1905-02-01,0,Poema,,NA,"A Fray Amado, poeta.",,NA,,1,NA,NA,NA,
Lectura Amena,93,"Montoya, Antonio José",,,NA,M,Colombia,NA,NA,NA,Juancho Uribe,9,1 de Februar de 1905,1905-02-01,1905-02-01,1905-02-15,14,Comentario,,NA,Del Álbum ilustrado de D. Rafael Mesa,,NA,,3,NA,NA,NA,
Lectura Amena,94,"Jaramillo, Escipión",,,NA,M,Colombia,NA,NA,NA,Ocaso,9,1 de Februar de 1905,1905-02-01,1905-02-01,1905-02-15,14,Poema,,NA,Para C. F. V.,,NA,,1,NA,NA,NA,
Lectura Amena,95,"Lozano, Alberto",,,NA,M,Colombia,NA,NA,NA,Amor y gloria,9,1 de Februar de 1905,1905-02-01,1905-02-01,1905-02-15,14,Cuento,,NA,NA,,NA,,5,NA,NA,NA,
Lectura Amena,96,"Gonzaga Urbina, Luis",,,https://es.wikipedia.org/wiki/Luis_Gonzaga_Urbina,M,México,NA,NA,NA,De profundis,9,1 de Februar de 1905,1905-02-01,1905-02-01,1905-02-15,14,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,97,"Negueri, D.",,,NA,M,s.d.,NA,NA,NA,Para un Álbum,9,1 de Februar de 1905,1905-02-01,1905-02-01,1905-02-15,14,Poema,,NA,A E. S. A,,NA,,1,NA,NA,NA,
Lectura Amena,98,"Montoya Pérez, Rafael",,,NA,M,Colombia,NA,NA,NA,Caída,9,1 de Februar de 1905,1905-02-01,1905-02-01,1905-02-15,14,Cuento,,NA,A José Montoya,,NA,,5,NA,NA,NA,
Lectura Amena,99,"Farina, Abel",,,https://viaf.org/viaf/26701362/ ,M,Colombia,NA,NA,NA,Reliquia bio-bibliográfica de Epifanío Mejía,9,1 de Februar de 1905,1905-02-01,1905-02-01,1905-02-15,14,Comentario,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,100,"Mejía, Epifanio",,,http://viaf.org/viaf/70558709 ,M,Colombia,NA,NA,NA,Alfredo,9,1 de Februar de 1905,1905-02-01,1905-02-01,1905-02-15,14,Poema,,NA,A Teresita,,NA,,2,NA,NA,NA,
Lectura Amena,101,"Tejada Córdoba, B.",,,NA,M,Colombia,NA,NA,NA,La tarde,9,1 de Februar de 1905,1905-02-01,1905-02-01,1905-02-15,14,Poema,,NA,A H. A. N,,NA,,2,NA,NA,NA,
Lectura Amena,102,Anónimo,,,NA,M,NA,NA,NA,NA,De todo,9,1 de Februar de 1905,1905-02-01,1905-02-01,1905-02-15,14,Varia,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,103,"Montoya, Antonio José",,,NA,M,Colombia,NA,NA,NA,El parnaso de la montaña (De El Gran Montañes.),10,15 de Februar de 1905,1905-02-15,1905-02-15,1905-03-01,14,Crónica,,NA,NA,,NA,,5,NA,NA,NA,
Lectura Amena,104,"Valencia, Guillermo ",,,https://www.wikidata.org/wiki/Q2880050 ,M,Colombia,NA,NA,NA,Las dos cabezas,10,15 de Februar de 1905,1905-02-15,1905-02-15,1905-03-01,14,Poema,,NA,A Eduardo S. Gutiérrez,,NA,,3,NA,NA,NA,
Lectura Amena,105,"Vargas Vila, José María",,,http://viaf.org/viaf/39419512 ,M,Colombia,NA,NA,NA,Inexorable dilema,10,15 de Februar de 1905,1905-02-15,1905-02-15,1905-03-01,14,Ensayo,,NA,NA,,NA,,5,NA,NA,NA,
Lectura Amena,106,"Nervo, Amado",,,http://viaf.org/viaf/97487 ,M,México,NA,NA,NA,Increpación,10,15 de Februar de 1905,1905-02-15,1905-02-15,1905-03-01,14,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,107,"Dicenta, Joaquín",,,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Dicenta,M,España,1862,1917,NA,Bonafoux (Nota bohemia),10,15 de Februar de 1905,1905-02-15,1905-02-15,1905-03-01,14,Cuento,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,108,"Gutierrez, Adolfo León",,,NA,M,s.d.,NA,NA,NA,Los abyectos,10,15 de Februar de 1905,1905-02-15,1905-02-15,1905-03-01,14,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,109,"Cano, Luis",director,,NA,M,Colombia,NA,NA,NA,Anarquía póstuma,10,15 de Februar de 1905,1905-02-15,1905-02-15,1905-03-01,14,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,110,"Cano, Antonio José ",,,https://1library.co/article/antonio-cano-tres-personajes-fundamentales-cano-pel%C3%A1ez-isaza.yr2dxopz,M,Colombia,1874,1942,NA,Tentación,10,15 de Februar de 1905,1905-02-15,1905-02-15,1905-03-01,14,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,111,"Farina, Abel",,,https://viaf.org/viaf/26701362/ ,M,Colombia,NA,NA,NA,Poema en prosa,10,15 de Februar de 1905,1905-02-15,1905-02-15,1905-03-01,14,Poema,,NA,A D. Tomás Carrasquilla,,NA,,1,NA,NA,NA,
Lectura Amena,112,"Vives Guerra, Julio",,,https://d-nb.info/gnd/1204289530 ,M,Colombia,NA,NA,NA,En la selva intacta,10,15 de Februar de 1905,1905-02-15,1905-02-15,1905-03-01,14,Poema,,NA,Para la Srta. Mercedes Duque,,NA,,2,NA,NA,NA,
