"Autor de la contribución
Apellido, Nombre",Fuente de datos,Seudónimo,Sexo,País de origen,Año de nacimiento del colaborador,Año de muerte del colaborador,GND_ID,Wikidata_ID,Colaboradores_GND,Sexo o género_GND,Fecha de nacimiento_GND,Fecha de fallecimiento_GND,Lugar de nacimiento GND,País de origen GND,Colaboradores_Wikidata,sexo o género_Wikidata,Lugar de nacimiento_Wikidata,País de origen_Wikidata,Fecha de nacimiento_Wikidata,Fecha de fallecimiento_Wikidata,Colaborador_VIAF,Link_VIAF,,
"Escobar Velásquez, Mario",https://es.wikipedia.org/wiki/Mario_Escobar_Vel%C3%A1squez,,M,Colombia,1928,2007,,Q66145384,"ESCOBAR VELASQUEZ, MARIO",,,,,,Mario Escobar Velásquez,male,River Thames,United Kingdom,,,"Escobar Velásquez, Mario",http://viaf.org/viaf/261998062,261998062,
"Escobar Vélez, Edgar Guillermo",https://d-nb.info/gnd/1056511397,,M,Colombia,,,1056511397,,"Escobar Vélez, Edgar Guillermo",Unbekannt,,,,,"ESCOBAR VÉLEZ, EDGAR GUILLERMO",,,,,,"Escobar Vélez, Edgar Guillermo",http://viaf.org/viaf/30809276,30809276,
"Escobar, Eduardo",https://d-nb.info/gnd/101836740,,M,Colombia,1943,,101836740,,"Escobar, Eduardo",Unbekannt,1943,,Envigado,Kolumbien,"Escobar, Eduardo",,,,,,"Escobar, Eduardo",http://viaf.org/viaf/71405025,71405025,
"Escobar, Mario","Sánchez López, Luis María: Diccionario de escritores colombianos. - 2a. ed. - Barcelona : Plaza & Janes, 1982. Ortega Ricaurte, Carmen: Diccionario de artistas en Colombia : pintores, escultores, arquitectos (s. XVI - s. XIX), ingenieros militares (s. XVI - s. XVIII), grabadores, dibujantes, caricaturistas, ceramistas, orfebres, plateros. - 2a ed. corr. y aumentada. - Barcelona : Plaza & Janes, 1979.",,M,Colombia,,,,,,,,,,,,,,,,,,,,
"Espinosa de Pérez, Matilde",https://d-nb.info/gnd/1015515398,,F,Colombia,1911,2008,1015515398,Q6006179,"Espinosa de Pérez, Matilde",Weiblich,1911-05-25,2008-03-19,Huila (Kolumbien),Kolumbien,Matilde Espinosa,female,,,1910-01-01T00:00:00Z,2008-03-19T00:00:00Z,"Espinosa de Pérez, Matilde",http://viaf.org/viaf/100889557,100889557,
"Espinosa de Rendón, Silveria",https://d-nb.info/gnd/1027513506,,,Colombia,1815,1886,1027513506,,"Espinosa de Rendon, Silveria",Unbekannt,1815-01-20,1886-08-16,Sopó,Kolumbien,"Espinosa de Rendón, Silveria",,,,,,"Espinosa de Rendón, Silveria",,,
"Espinosa Guzmán, Rafael",Ospina; Sánchez: Diccionario,,M,Colombia,,,,,,,,,,,,,,,,,,,,
"Espinosa Valderrama, Abdón",https://www.wikidata.org/wiki/Q57634167,,M,Colombia,1921,2018,171077482,Q57634167,"Espinosa Valderrama, Abdón",Unbekannt,,,,,Abdón Espinosa Valderrama,male,Bucaramanga,Colombia,1921-01-01T00:00:00Z,2018-10-20T00:00:00Z,"Espinosa Valderrama, Abdón",http://viaf.org/viaf/21322896,21322896,
"Espinosa, Germán",https://www.wikidata.org/wiki/Q3039682,,M,Colombia,1938,2007,1013901274,Q3039682,"Espinosa, Germán",Unbekannt,1938,2007,,,Germán Espinosa,male,Cartagena de Indias,Colombia,1938-04-20T00:00:00Z,2007-10-17T00:00:00Z,"Espinosa, Germán",http://viaf.org/viaf/66510908,66510908,
"Esquivel Obregón, Toribio",https://viaf.org/viaf/71451573,,M,México,1864,1946,,,,,,,,,,,,,,,"Esquivel Obregón, Toribio",https://viaf.org/viaf/71451573,71451573,
"Esquivia Vásquez, Aníbal",Sánchez: Diccionario; Avila A.,Ave,M,Colombia,1906,1956,,,"Esquivia Vásquez, Aníbal",,,,,,"Esquivia Vásquez, Aníbal",,,,,,"Esquivia Vásquez, Aníbal",,,
"Estrada Monsalve, Joaquín",https://d-nb.info/gnd/1056405090,,M,Colombia,1910,1948,1056405090,,"Estrada Monsalve, Joaquín",Unbekannt,1910,1948,,,"ESTRADA MONSALVE, JOAQUÍN",,,,,,"Estrada Monsalve, Joaquín, 1910-",http://viaf.org/viaf/71067638,71067638,
"Estrada Roldán, Noel",http://viaf.org/viaf/103146331907318691900; Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1927,2007,,,"ESTRADA ROLDAN, NOEL",,,,,,"ESTRADA ROLDAN, NOEL",,,,,,"Estrada Roldán, Noel 1927-2007",http://viaf.org/viaf/103146331907318691900,103146331907319000000,
"Estrada Vélez, Federico",https://www.wikidata.org/wiki/Q108991300,,M,Colombia,,,,Q108991300,"ESTRADA VÉLEZ, FEDERICO",,,,,,Federico Estrada Vélez,male,,,,,"Estrada Vélez, Federico",http://viaf.org/viaf/43248030,43248030,
"Exbrayat, Jaime",QeQ Ven.; Avila A.,,M,Francia,1892,1967,105664687X,,"Exbrayat Boncompain, Jaime",Unbekannt,,,,,"Exbrayat, Jaime",,,,,,"Exbrayat, Jaime",http://viaf.org/viaf/41104320,41104320,
"Facio Lince, Elena",https://www.wikidata.org/wiki/Q105754631,,F,Colombia,1900,2000,,Q105754631,"FACIO LINCE, ELENA",,,,,,Helena Facio Lince,female,"Salamina, Caldas",Colombia,1900-01-01T00:00:00Z,2000-01-01T00:00:00Z,"FACIO LINCE, ELENA",,,
"Facio, Justo A.",https://d-nb.info/gnd/133526402,,,Costa Rica,1859,1931,133526402,Q110080244,"Facio, Justo A.",Unbekannt,1859,1931,,,Justo A. Facio,,,,1859-01-01T00:00:00Z,1931-01-01T00:00:00Z,"Facio, Justo A.",http://viaf.org/viaf/47954868,47954868,
"Fallon Carrión, Diego",https://d-nb.info/gnd/106521118X,,M,Colombia,1834,1905,106521118X,Q5806083,,,,,,,,,,,,,,https://viaf.org/viaf/16772997,16772997,
"Febres Cordero, Tulio",http://viaf.org/viaf/19751,,M,Venezuela,1860,1938,,,,,,,,,,,,,,,,,,
"Fernández Avendano, Enrique Wenceslao",https://viaf.org/viaf/1161096380029100960; Sánchez: Diccionario Autores Antioqueños,"Betis, Gasparin, Juan Aburrido, Plauto",M,Colombia,1858,1931,,,"Fernández, Enrique W.",,,,,,"Fernández, Enrique W.",,,,,,"Fernández, Enrique W. 1858-1931",https://viaf.org/viaf/1161096380029100960,,
"Fernández Botero, Eduardo",https://d-nb.info/gnd/140282181,,M,Colombia,1905,1974,140282181,,"Fernández Botero, Eduardo",Unbekannt,1905,1974,,,"FERNÁNDEZ BOTERO, EDUARDO",,,,,,"Fernández Botero, Eduardo 1905-1974",http://viaf.org/viaf/263636148,263636148,
"Fernández de Piedrahita, Lucas",https://www.wikidata.org/wiki/Q4385472,,M,Colombia,1624,1688,13718350X,Q4385472,"Fernández de Piedrahita, Lucas",Unbekannt,1624,1688,Bogotá,Kolumbien,Lucas Fernandez de Piedrahita,male,Bogotá,Colombia,1624-01-01T00:00:00Z,1688-01-01T00:00:00Z,"Fernández de Piedrahita, Lucas",http://viaf.org/viaf/39719860,39719860,
"Fernández de Solís y Valenzuela, Bruno Fernando de",https://d-nb.info/gnd/1044935286,,,,1616,1677,1044935286,Q110215041,"Solís y Valenzuela, Bruno de",Unbekannt,1616,1677,,,Bruno de Solís y Valenzuela,,,,1616-01-01T00:00:00Z,1677-01-01T00:00:00Z,"Fernández de Solís y Valenzuela, Bruno Fernando de",,,
"Fernández de Solís y Valenzuela, Pedro",https://d-nb.info/gnd/136391168,,M,Colombia,1624,1711,136391168,Q6070588,"Solís y Valenzuela, Pedro de",Männlich,1624-05-10,1711-07-27,Bogotá,Kolumbien,Pedro de Solís y Valenzuela,male,Bogotá,Colombia,1625-05-10T00:00:00Z,1711-01-01T00:00:00Z,"Fernández de Solís y Valenzuela, Pedro",,,
"Fernández García, Alejandro","Diccionario general de la literatura venezolana : autores. - Mérida : Centro de Investigaciones Literarias. Universidad de Los Andes Facultad de Humanidades y Educación, 1974. Becco, Horacio Jorge: Diccionario de literatura hispanoamericana : autores. - Caracas : Huemul, 1984. Monroy de Pino, Gladys: Ensayos. - Caracas : Edición de la Autora, 1997. Aira, César: Diccionario de Autores Latinoamericanos. - Buenos Aires : Emecé, 2001.",,M,Venezuela,1876,1939,,,,,,,,,,,,,,,,,,
"Fernández Madrid, José",https://www.wikidata.org/wiki/Q2645282,,M,Colombia,1789,1830,105547305X,Q2645282,"Fernández de Madrid, José",Unbekannt,1789,1830,,,José Fernández Madrid,male,Cartagena de Indias,Colombia,1789-02-19T00:00:00Z,1830-06-28T00:00:00Z,"Fernández Madrid, José",,,
"Fernández Ríos, Ovidio",http://viaf.org/viaf/31781867,,M,Uruguay,1883,1963,,,,,,,,,,,,,,,,,,
"Ferrari, Emilio",https://www.wikidata.org/wiki/Q5831090,,M,España,1850,1907,,Q5831090,,,,,,,,,,,,,,,,
"Ferrero, Guillermo",https://www.wikidata.org/wiki/Q689713,,M,Italia,1871,1942,118989162,Q689713,"Ferrero, Guillermo",,,,,,Guglielmo Ferrero,male,Portici,Italy,1871-06-21,1942-08-03,"Ferrero, Guglielmo, 1871-1942.",http://viaf.org/viaf/79042660,79042660,
"Féval, Paul (padre)",https://www.wikidata.org/wiki/Q472568,,M,Francia,1816,1887,118816217,Q472568,"Féval, Paul",Männlich,1816-09-30,1887-03-08,Rennes,Frankreich,Paul Féval,male,Hôtel de Blossac,France,1816-09-29,1887-03-07,"Féval, Paul, 1816-1887.",http://viaf.org/viaf/17222447,17222447,
"Florez Alvarez, Leonidas",Laverde 1; Ospina; Minchero; Sánchez: Diccionario,,M,Colombia,1859,1892,,,"Florez Alvarez, Leonidas",,,,,,"Florez Alvarez, Leonidas",,,,,,"Flórez Alvarez, Leónidas 1888-",http://viaf.org/viaf/59006758,59006758,
"Flórez, Julio",https://es.wikipedia.org/wiki/Julio_Fl%C3%B3rez,,M,Colombia,1867,1923,119107694,Q3189810,"Flórez, Julio",Unbekannt,1867-05-22,1923-02-07,Chiquinquirá,Kolumbien,Julio Flórez,male,Barranquilla,Colombia,1863-05-22,1923-02-07,"Flórez, Julio",https://viaf.org/viaf/42640747/,,
"Flórez, Luis Carlos",https://www.wikidata.org/wiki/Q90606400,,M,Colombia,1916,1985,119071819,Q90606400,"Flórez, Luis",Männlich,1916,,,,Luis Flórez,male,Colombia,Colombia,1916-10-05T00:00:00Z,1985-01-01T00:00:00Z,"Flórez, Luis Carlos",,,
"Forero Benavides, Abelardo",https://www.wikidata.org/wiki/Q47490154,,M,Colombia,1912,2003,1178741540,Q47490154,"Forero Benavides, Abelardo",Unbekannt,1912,2003,,,Abelardo Forero,male,Facatativá,Colombia,1912-06-05T00:00:00Z,2003-11-25T00:00:00Z,"Forero Benávides, Abelardo 1912-2003",http://viaf.org/viaf/71434700,71434700,
"Forero Morales, Narciso",https://d-nb.info/gnd/1245341162,,,Colombia,1899,,1245341162,,"Forero Morales, Narciso",Unbekannt,1899-06-08,,,,"Forero Morales, Narciso",,,,,,"Forero Morales, Narciso",http://viaf.org/viaf/873163706821429421689,"8,73164E+20",
"Forero, Manuel José",https://d-nb.info/gnd/1055472770,,,Colombia,1902,,1055472770,,"Forero, Manuel José",Unbekannt,1902,,,,"Forero, Manuel José",,,,,,"Forero, Manuel José",,,
"Fort, Paul",https://es.wikipedia.org/wiki/Paul_Fort,,M,Francia,1872,1960,11868423X,Q561724,"Fort, Paul",Männlich,1872-02-01,1960-04-20,,,Paul Fort,male,Reims,France,1872-02-01,1960-04-20,"Fort, Paul",https://viaf.org/viaf/25396500/,,
"France, Anatole",http://viaf.org/viaf/4925052,,M,Francia,1844,1924,,,,,,,,,,,,,,,,,,
"Francés, José",http://viaf.org/viaf/100256859,,M,España,1883,1964,,,,,,,,,,,,,,,,,,
"Francisco, Julio de",Sánchez: Diccionario,,M,Colombia,1864,1903,,,,,,,,,,,,,,,,,,
"Franco Ruiz, Mario",https://d-nb.info/gnd/1122063105,,M,Colombia,,,1122063105,,"Franco Ruiz, Mario",Unbekannt,,,,,"FRANCO RUIZ, MARIO",,,,,,"Franco, Mario, 1958-",http://viaf.org/viaf/2054281,2054281,
"Franco V., Constancio",https://www.wikidata.org/wiki/Q57316416,,M,Colombia,1842,1917,1019187840,Q57316416,"Franco V., Constancio",Unbekannt,1842,1917,,,Constancio Franco Vargas,male,Vélez,Colombia,1842-10-28T00:00:00Z,1917-01-01T00:00:00Z,"Franco V., Constancio",,,
"Franco Vélez, Jorge",https://www.wikidata.org/wiki/Q94660403,,M,Colombia,1922,1996,13424463X,Q94660403,"Franco Vélez, Jorge",Unbekannt,1922-12-19,1996-12-31,,,Jorge Franco Vélez,male,,,1922-01-01T00:00:00Z,1996-01-01T00:00:00Z,"Franco Vélez, Jorge 1922-1996",http://viaf.org/viaf/11118058,11118058,
"Franco, Horacio",Ospina; Sánchez: Diccionario,Frank; Juan Lanas,M,Colombia,1898,1965,,,,,,,,,,,,,,,,,,
"Fuenmayor, José Félix",https://www.wikidata.org/wiki/Q16941882,,M,Colombia,1885,1966,105714293X,Q16941882,"Fuenmayor, José Félix",Unbekannt,1885,1966,,,José Félix Fuenmayor,male,Barranquilla,Colombia,1885-01-01T00:00:00Z,1966-01-01T00:00:00Z,"Fuenmayor, José Félix, 1885-1966.",http://viaf.org/viaf/76486279,76486279,
"Gaitán Durán, Jorge",https://www.wikidata.org/wiki/Q9012800,,M,Colombia,1924,1962,120589745,Q9012800,"Gaitán Durán, Jorge",Unbekannt,1924,1962,,,Jorge Gaitán Durán,male,Pamplona,Colombia,1924-02-12T00:00:00Z,1962-06-21T00:00:00Z,"Gaitán Durán, Jorge",http://viaf.org/viaf/10681097,10681097,
"Gaitán Orjuela, Efraín",https://d-nb.info/gnd/1056652608,,M,Colombia,1929,,1056652608,,"Gaitán Orjuela, Efraín",Unbekannt,1929,,,,"Gaitán Orjuela, Efraín",,,,,,"Gaitán Orjuela, Efraín",http://viaf.org/viaf/16803060,16803060,
"Galarza Ossa, Eudoro",https://www.wikidata.org/wiki/Q16565224,Julio Tasarin,M,Colombia,1895,1938,,Q16565224,"GALARZA OSSA, EUDORO",,,,,,Eudoro Galarza Ossa,male,,,1895-01-01T00:00:00Z,1938-01-01T00:00:00Z,"GALARZA OSSA, EUDORO",,,
"Galindo, Aníbal",https://www.wikidata.org/wiki/Q94540055,,M,Colombia,1834,1901,1027554814,Q94540055,"Galindo, Aníbal",Unbekannt,1833,1901,Coello,Kolumbien,Aníbal Galindo,,,,1834-01-01,1901-01-01,"Galindo, Aníbal 1834-1901",http://viaf.org/viaf/60667327,60667327,
"Gallego Rojas, Gilberto",http://viaf.org/viaf/1313159234867603372951;Sánchez: Diccionario Autores Antioqueños,Tito,M,Colombia,,,,,"GALLEGO ROJAS, GILBERTO",,,,,,"GALLEGO ROJAS, GILBERTO",,,,,,"Gallego Rojas, Gilberto",http://viaf.org/viaf/1313159234867603372951,1313159234867600000000,
"Gallego, Romualdo",http://viaf.org/viaf/33664926; Sánchez: Diccionario Autores Antioqueños,José Maria Castells,M,Colombia,1895,1931,,,"Gallego, Romualdo",,,,,,"Gallego, Romualdo",,,,,,"Gallego, Romualdo, 1895-1931",http://viaf.org/viaf/33664926,33664926,
"Gálvez, Juan Ignacio",https://d-nb.info/gnd/1122072732; Laverde 3; Sánchez: Diccionario,El Mago,M,Colombia,1870,1926,1122072732,,"Gálvez, Juan Ignacio",Männlich,1870,1926,Bogotá,Kolumbien,"Gálvez, Juan Ignacio",,,,,,"Gálvez, Juan Ignacio",http://viaf.org/viaf/7863148269787105230000,7863148269787110000000,
"Galvis Galvis, Alejandro",https://www.wikidata.org/wiki/Q4714542,,M,Colombia,1891,1981,1057709719,Q4714542,"Galvis Galvis, Alejandro",Unbekannt,,,,,Alejandro Galvis Galvis,male,Curití,Colombia,1891-02-12T00:00:00Z,1981-06-17T00:00:00Z,"Galvis Galvis, Alejandro",http://viaf.org/viaf/13657869,13657869,
"Gamboa, Isaías",https://viaf.org/viaf/88981930,,M,Colombia,1872,1904,,,"Gamboa, Isaías",,,,,,Isaías Gamboa,,,,,,"Gamboa, Isaîas 1872-1904",https://viaf.org/viaf/88981930,,
"Gamboa, Mateo",Sánchez: Diccionario; Echevarría,,M,Colombia,1880,1948,,,,,,,,,,,,,,,,,,
"Gamero, Luis",Meyer: Dictionary,,M,Nicaragua,,,,,"Gamero, Luis A",,,,,,"Gamero, Luis A",,,,,,"Gamero, Luis A",,,
"Garavito, José María",Laverde 3; Sánchez: Diccionario,,M,Colombia,1860,1903,,,"Garavito, José María",,,,,,"Garavito, José María",,,,,,"Garavito, José María",,,
"Garcés Uribe, Hernando",Gallo Martínez,,M,Colombia,1922,,,,,,,,,,,,,,,,"Garcés Uribe, Hernando",,,
"Garcés Valencia, Alvaro",Sánchez: Diccionario; Echavarria,,M,Colombia,1912,1979,127146040,,"Garcés, Alvaro",Unbekannt,,,,,"Garcés Valencia, Alvaro",,,,,,"Garcés Valencia, Alvaro",,,
"Garcés, Enrique",https://d-nb.info/gnd/1122698062,,M,Ecuador,,,1122698062,,"Garcés, Enrique",Unbekannt,,,,Ecuador,Enrique Garcés,,,,,,"Garcés, Enrique",,,
"Garcés, María Teresa",https://d-nb.info/gnd/1018949615,,F,Colombia,,,1018949615,,"Garcés, María Teresa",Unbekannt,,,,,"GARCÉS DE A., MARÍA TERESA",,,,,,"GARCÉS DE A., MARÍA TERESA",,,
"Garcia Calvo, Federico","Agramunt Lacruz, Francisco: Diccionario de Artistas Valencianos del Siglo XX.. - Valencia : Editorial Albatros, 1999.",,M,España,,,,,,,,,,,,,,,,,,,,
"García de Bodmer, Helvia",Echavarria,,F,Colombia,1912,,1159074909,,"García de Bodmer, Helvia",Unbekannt,,,,,"García de Bodmer, Helvia",,,,,,"García de Bodmer, Helvia",http://viaf.org/viaf/1495152636065320050384,"1,49515E+21",
"García de González, Elisa",https://d-nb.info/gnd/1056756322,"Dall, Gloria",F,,,,1056756322,,"Dall, Gloria",Unbekannt,,,,,"Dall, Gloria",,,,,,"Dall, Gloria",http://viaf.org/viaf/309786312,309786312,
"García de la Barga y Gómez de la Serna, Andrés",http://viaf.org/viaf/30350,Corpus Barga,M,España,1887,1975,,,,,,,,,,,,,,,,,,
"García Herreros, Víctor Manuel",https://d-nb.info/gnd/1057208612,,M,Colombia,1894,1950,1057208612,Q110178045,"García Herreros, Manuel",Unbekannt,1894,1950,,,Manuel García Herreros,,,,1894-01-01T00:00:00Z,1950-01-01T00:00:00Z,"García Herreros, Víctor Manuel",,,
"García Isaza, Alfonso",http://viaf.org/viaf/8812681; Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1923,,,,"GARCIA ISAZA, ALFONSO",,,,,,"GARCIA ISAZA, ALFONSO",,,,,,"García Isaza, Alfonso 1923-",http://viaf.org/viaf/8812681,8812681,
"García Maffla, Jaime",http://viaf.org/viaf/56660089,,M,Colombia,1944,,1056713895,,"García Maffla, Jaime",Unbekannt,,,,,"García Maffla, Jaime",,,,,,"García Maffla, Jaime",http://viaf.org/viaf/56660089,56660089,
"García Márquez, Gabriel",https://www.wikidata.org/wiki/Q5878,,M,Colombia,1927 (sof.1928),,118537601,Q5878,"García Márquez, Gabriel",Männlich,1927-03-06,2014-04-17,Aracataca,Kolumbien,Gabriel García Márquez,male,Aracataca,Colombia,1927-03-06T00:00:00Z,2014-04-17T00:00:00Z,"García Márquez, Gabriel, 1927-2014",http://viaf.org/viaf/54147956,54147956,
"García Nossa, Antonio",https://d-nb.info/gnd/1052010032,,M,Colombia,1912,1982,1052010032,Q5698421,"García, Antonio",Männlich,1912-04-16,1982-04-26,,,Antonio García Nossa,male,,,1912-04-16T00:00:00Z,1982-04-26T00:00:00Z,"García, Antonio, 1912-1982",http://viaf.org/viaf/14800306,14800306,
"García Ortiz, Laureano",https://www.wikidata.org/wiki/Q5971756,,M,Colombia,1867,1945,1057138282,Q5971756,"García Ortiz, Laureano",Unbekannt,1865,1945,,,Laureano García Ortiz,male,,,1867-01-01T00:00:00Z,1945-11-04T00:00:00Z,"García Ortiz, Laureano 1867-",http://viaf.org/viaf/310661195,310661195,
"García Peña, Roberto",https://www.wikidata.org/wiki/Q6109753,,M,Colombia,1910,1993,,Q6109753,"García Peña, Roberto",,,,,,Roberto García-Peña,male,Bucaramanga,Colombia,1910-04-24T00:00:00Z,1993-11-28T00:00:00Z,"García-Peña, Roberto 1910-1993",http://viaf.org/viaf/41183030,41183030,
"García Prada, Carlos",https://d-nb.info/gnd/118086308,,M,Colombia,1898,1979,118086308,Q93429756,"García Prada, Carlos",Unbekannt,1898,1979,Malága (Kolumbien),Kolumbien,Carlos García Prada,male,,,1898-11-02T00:00:00Z,1979-03-01T00:00:00Z,"García Prada, Carlos",http://viaf.org/viaf/50013690,50013690,
"Garcia Pujol, Domingo","Ossorio y Bernard, Manuel",,M,España,,,,,"Garcia P, Domingo",,,,,,"Garcia P, Domingo",,,,,,"Garcia P, Domingo",,,
"García Rico, Francisco","Laverde Amaya, Isidoro: Apuntes sobre bibliografía colombiana : con muestras escogidas en prosa y en verso. - Bogotá : Zalamea, 1882. Laverde Amaya, Isidoro: Bibliografía colombiana. - Bogotá : Rivas, 1895. - Tomo I.",,M,Colombia,1834,,,,,,,,,,,,,,,,,,,
"García Valencia, Abel",http://viaf.org/viaf/22049434; Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1904,1964,,,"GARCIA VALENCIA, ABEL",,,,,,"GARCIA VALENCIA, ABEL",,,,,,"García Valencia, Abel 1904-1964",http://viaf.org/viaf/22049434,22049434,
"García Valencia, Julio César",WW Latin America 1; QeQ Ven.; Minchero; Sánchez: Diccionario,,M,Colombia,1894,1959,,,"García Valencia, Julio César",,,,,,"García Valencia, Julio César",,,,,,"García, Julio César",http://viaf.org/viaf/204883985,204883985,
"García, Juan Crisóstomo",https://www.wikidata.org/wiki/Q110177380,,M,Colombia,1883,1967,1055473033,Q110177380,"Garcia, Juan Crisóstomo",Unbekannt,1883,,,,Juan Crisóstomo García,male,,,1883-01-01T00:00:00Z,1967-01-01T00:00:00Z,"García, Juan Crisóstomo, 1883-1967",http://viaf.org/viaf/38922479,38922479,
"Garrido, Gilberto",https://d-nb.info/gnd/1141243237,,,,1887,1978,1141243237,,"Garrido, Gilberto",Unbekannt,1887,1978,,,"Garrido, Gilberto",,,,,,"Garrido, Gilberto",http://viaf.org/viaf/333145856943522920586,"3,33146E+20",
"Garrido, Pablo",https://d-nb.info/gnd/1057411744,,M,Chile,1905,1982,1057411744,,"Garrido, Pablo",Männlich,1905,1982,,,"Garrido, Pablo",,,,,,"Garrido, Pablo",http://viaf.org/viaf/55913140,55913140,
"Gautier, Judith",https://www.wikidata.org/wiki/Q2523100,,F,Francia,1845,1917,118955039,Q2523100,"Gautier, Judith",Weiblich,1845-08-25,1917-12-26,Paris,Frankreich,Judith Gautier,female,Paris,France,1845-08-25,1917-12-26,"Gautier, Judith",http://viaf.org/viaf/54148064,54148064,
"Gautier, Théophile",https://es.wikipedia.org/wiki/Th%C3%A9ophile_Gautier,,M,Francia,1811,1872,11853789X,Q183713,"Gautier, Théophile",Männlich,1811-08-30,1872-10-23,Tarbes,Frankreich,Théophile Gautier,male,Tarbes,France,1811-08-30,1872-10-23,"Gautier, Théophile, 1811-1872.",https://viaf.org/viaf/96428598/,,
"Gaviria Toro, José",Sánchez: Diccionario Autores Antioqueños; Gallo Martínez: Diccionario,Joselyn; Manteco,M,Colombia,1895,1928,,,,,,,,,,,,,,,,,,
"Gaviria, José A.","Rendón 400; Álvarez Restrepo, Bibliografía",José Quijano,M,Colombia,,,,,,,,,,,,,,,,,,,,
"Gebhart, Émile",https://fr.wikipedia.org/wiki/%C3%89mile_Gebhart,,M,Francia,1839,1908,,Q475489,,,,,,,,,,,,,,https://viaf.org/viaf/14867427,14867427,
"Gerin, Gabriel",https://viaf.org/viaf/248404249/,,M,Francia,1848,1934,,Q57245724,"Gerin, Gabriel",,,,,,"Gerin, Gabriel",male,Melun,,1824-01-24,,"Gerin, Gabriel 1848-1934",https://viaf.org/viaf/248404249/,,
"Gide, André",https://es.wikipedia.org/wiki/Andr%C3%A9_Gide,,M,Francia,1869,1951,118539124,Q47484,"Gide, André",Männlich,1869-01-22,1951-02-19,Paris,Frankreich,André Gide,male,Paris,France,1869-11-22,1951-02-19,"Gide, André",https://viaf.org/viaf/96973963/,,
"Gil Gallego, Oscar",Sánchez: Diccionario Autores Antioqueños,El Hombre de la Llama,M,Colombia,,,,,,,,,,,,,,,,,,,,
"Gil Jaramillo, Lino",https://d-nb.info/gnd/1057168882; Sánchez: Diccionario,,M,Colombia,1908,1976,1057168882,,"Gil Jaramillo, Lino",Unbekannt,1908,1976,,,"Gil Jaramillo, Lino",,,,,,"Gil Jaramillo, Lino",http://viaf.org/viaf/59077309,59077309,
"Gil, Constantino",http://viaf.org/viaf/286971682,,M,España,1844,1914,,,,,,,,,,,,,,,,,,
"Gil, Ricardo",https://viaf.org/viaf/1151582/,,M,España,1855,1907,131664964,Q6108215,"Gil, Ricardo",Unbekannt,1855,1907,,Spanien,"Gil, Ricardo",male,Madrid,España,1858-02-01,1907-01-01,"Gil, Ricardo",https://viaf.org/viaf/1151582/,,
"Gil, Rivero",https://www.wikidata.org/wiki/Q55688328,,M,España,1899,1972,120755250X,Q55688328,Rivero Gil,Unbekannt,1899,1972,Santander,Spanien,Rivero Gil,male,,,1899-01-01,1972-01-01,"Gil, Rivero",http://viaf.org/viaf/73691945,73691945,
"Gill, Charles",https://www.wikidata.org/wiki/Q21462877,,M,Reino Unido,1742,1829,,Q21462877,,,,,,,Charles Gill,male,,,1742-01-01,1829-01-01,"Gill, Charles",https://viaf.org/viaf/96603319,96603319,
"Giraldo Londoño, Pedro Nel",https://d-nb.info/gnd/1019774479,,M,Colombia,,,1019774479,,"Giraldo Londoño, Pedronel",Unbekannt,,,,,"GIRALDO LONDOñO, PEDRO NEL",,,,,,"GIRALDO LONDOñO, PEDRO NEL",,,
"Giraldo Salazar, Miguel",Gallo Martínez,,M,Colombia,1890,1950,,,,,,,,,,,,,,,"Giraldo Salazar, Miguel",,,
